country,year,HFI,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate),"GINI index (World Bank estimate), average 2000-15","gini of household income reported in Gallup, by wp5-year"
Congo (Kinshasa),2016,5.42,4.521935463,6.611898899,0.864154518,50.42893219,0.637366712,0.003774248,0.874999642,0.6462695,0.222411484,0.281824946,-1.79395628,-1.4439677,1.629728436,0.360405058,,0.4215,0.464596361
Costa Rica,2008,7.88,6.850679874,9.459926605,0.915759027,68.52424622,0.912005961,0.095977247,0.815712631,0.844216704,0.23294723,0.360780925,0.663537085,0.43675974,1.975456715,0.288359225,0.491,0.4913125,
Costa Rica,2010,7.61,7.271053791,9.472703934,0.915141284,68.76647949,0.881029606,0.047687914,0.762587249,0.886287093,0.221241251,0.532538593,0.865713358,0.501267374,1.941182613,0.266974032,0.481,0.4913125,0.433487982
Costa Rica,2012,7.85,7.272250175,9.538064003,0.902206898,69.04761505,0.92891407,0.045661923,0.794301391,0.896885216,0.263027132,0.280074805,0.863311112,0.5524562,2.141749144,0.294509828,0.486,0.4913125,0.506199896
Costa Rica,2014,7.91,7.247086048,9.574430466,0.914211214,69.36408997,0.926707387,0.009079852,0.788037479,0.83678627,0.289528906,0.40445292,0.857882202,0.556848884,2.1874156,0.301833808,0.485,0.4913125,0.549096227
Costa Rica,2016,7.92,7.135617733,9.642219543,0.900701284,69.6995697,0.872971952,-0.034256343,0.780562043,0.87358439,0.281422287,0.279027581,0.940237939,0.482191563,2.143647194,0.300415069,,0.4913125,0.503161848
Croatia,2010,7.44,5.595575333,9.909374237,0.796391606,66.6710434,0.564372659,-0.240992188,0.972738981,0.606828213,0.258886874,,0.542445958,0.364467412,1.99256587,0.356096685,0.324,0.323333333,0.336891532
Croatia,2012,7.66,6.027634621,9.919036865,0.775817871,67.06228638,0.541909754,-0.248352468,0.923860013,0.621574581,0.271040529,0.311118603,0.573861003,0.355111867,2.060128689,0.341780633,0.325,0.323333333,0.317369521
Croatia,2014,7.75,5.380692482,9.910268784,0.645697773,67.54496765,0.518878043,0.126743644,0.917735159,0.59617871,0.285895109,0.15500845,0.567026317,0.406689763,1.938131213,0.360201061,0.322,0.323333333,0.350669622
Croatia,2016,7.82,5.416875362,9.978000641,0.798332155,67.19199371,0.671970546,-0.069945291,0.884059787,0.613685668,0.336541265,0.30339098,0.596550703,0.368032664,1.933725119,0.356981665,,0.323333333,0.357812405
Cyprus,2010,8.37,6.386546135,10.43238258,0.822123706,71.64007568,0.755362809,0.060959447,0.833427012,0.786111474,0.295705855,0.452459902,0.737917781,1.286564708,2.211576223,0.346286744,0.315,0.324909091,0.416498661
Cyprus,2012,7.97,6.180507183,10.36275196,0.767177105,71.98014069,0.724629581,0.086746261,0.870691717,0.755316854,0.368632913,0.3364124,0.828574836,1.218171716,2.206048727,0.356936514,0.343,0.324909091,0.40483132
Cyprus,2014,8.03,5.627123833,10.29927731,0.770175993,72.3052597,0.715065658,0.04819271,0.868237555,0.737284124,0.397172987,0.244740322,0.785926223,1.098010421,2.480685711,0.440844357,0.356,0.324909091,0.445258856
Cyprus,2016,8.24,5.794618607,10.34802914,0.786438465,72.6102829,0.756220996,-0.038520422,0.897639513,0.742049396,0.336344689,0.333909512,0.826713324,0.895346284,2.420550823,0.417723924,,0.324909091,0.398189485
Czech Republic,2010,8.19,6.249617577,10.25248623,0.934161127,68.49080658,0.77911222,-0.048853975,0.925964117,0.641369283,0.244084343,0.334044516,1.002025723,0.87146014,1.881542683,0.301065236,0.266,0.264727273,0.26753065
Czech Republic,2012,8.25,6.334149361,10.25861073,0.91242677,69.0668869,0.739808738,-0.160838559,0.956799686,0.609040797,0.256508142,0.169811338,1.012242913,0.825533271,2.028648853,0.320271701,0.261,0.264727273,0.288669348
Czech Republic,2014,8.34,6.483729839,10.27916718,0.877915204,69.72926331,0.800421,-0.175156444,0.896880686,0.678406954,0.235220566,0.339732826,1.008329034,0.885882437,2.031708002,0.31335482,0.259,0.264727273,0.244812816
Czech Republic,2016,8.42,6.735627174,10.35305977,0.930592895,70.87710571,0.850328267,-0.205266893,0.900430739,0.755701959,0.201041639,0.415120721,1.019347548,0.910852969,1.682170749,0.249742255,,0.264727273,0.29053387
Denmark,2008,8.72,7.970891953,10.73347473,0.953911722,68.64054871,0.969788373,0.260659039,0.247505307,0.756865501,0.163090929,0.665933907,1.301802278,2.121098757,1.407348394,0.176560968,0.253,0.267090909,
Denmark,2010,8.64,7.770515442,10.69190979,0.974977076,69.21250153,0.943630815,0.231267661,0.174896091,0.784826636,0.154562935,0.586689413,1.291459203,2.057426929,1.517217278,0.195253104,0.273,0.267090909,0.434082836
Denmark,2012,8.54,7.519909382,10.69957066,0.951437175,70.04481506,0.932627916,0.127539426,0.187407613,0.773763597,0.208569512,0.534252763,1.294512391,2.01157999,1.702373385,0.226382166,0.278,0.267090909,0.365274489
Denmark,2014,8.62,7.507559299,10.71568489,0.956344306,70.61250305,0.941572249,0.106718063,0.237218335,0.832482934,0.232612774,0.457836896,1.238178492,1.962424636,1.669512272,0.222377494,0.285,0.267090909,0.469388217
Denmark,2016,8.62,7.55778265,10.73566341,0.954451501,71.3125,0.948230565,0.127811879,0.209893376,0.836115718,0.207583427,0.467660695,1.161069393,1.900531411,1.611469865,0.213219926,,0.267090909,0.50498873
Dominican Republic,2008,6.96,4.84230566,9.254279137,0.850137472,62.00431442,0.848116636,-0.048226036,0.72759831,0.731573224,0.329416394,0.538045287,0.063863754,-0.549671888,3.103685141,0.640951931,0.49,0.4886875,
Dominican Republic,2010,6.97,4.735021114,9.316818237,0.859969318,62.35275269,0.823902845,-0.078198142,0.779742122,0.787005663,0.281694859,0.450313658,0.0144538,-0.611947298,3.222717524,0.680613101,0.472,0.4886875,0.523203552
Dominican Republic,2012,7.01,4.753311157,9.349291801,0.879158199,62.68739319,0.840129375,-0.065198809,0.727300286,0.796801805,0.297043145,0.43158412,0.188479513,-0.540561914,2.741707325,0.576799452,0.457,0.4886875,0.576213002
Dominican Republic,2014,7.16,5.387331963,9.444549561,0.890588045,63.01388168,0.904574394,-0.024666486,0.760023475,0.797704577,0.300099194,0.556982398,0.167447552,-0.423464239,2.991951227,0.555367887,0.445,0.4886875,0.529530406
Dominican Republic,2016,7.36,5.238698483,9.553850174,0.894753456,63.335289,0.872712433,-0.08508078,0.737182975,0.759945571,0.278095126,0.549424827,0.238922775,-0.344927371,3.112091541,0.594058156,,0.4886875,0.484080136
Ecuador,2008,6.92,5.296513081,9.136248589,0.829394639,65.70994568,0.640317261,-0.099405833,0.801256657,0.842586637,0.283164144,0.514704168,-0.475607604,-0.964573145,2.115735531,0.3994582,0.506,0.505928571,
Ecuador,2010,6.61,5.838051319,9.143382072,0.839279711,66.0293808,0.723079085,-0.068271443,0.80563885,0.826495051,0.220013708,0.410000592,-0.408879876,-0.966148257,1.947734952,0.333627582,0.493,0.505928571,0.380618215
Ecuador,2012,6.65,5.960716248,9.242050171,0.785201013,66.38101959,0.825275123,-0.089298949,0.729978859,0.847184837,0.333309054,0.637234926,-0.433210313,-0.808736384,2.127263308,0.356880486,0.466,0.505928571,0.367239326
Ecuador,2014,6.6,5.945851803,9.296648026,0.830963194,66.75656128,0.719104826,-0.173039719,0.660934925,0.859315515,0.305792958,0.648474455,-0.110499188,-0.823377907,2.220031023,0.37337476,0.454,0.505928571,0.369594216
Ecuador,2016,7.01,6.115437508,9.251891136,0.842352092,67.14689636,0.846336305,-0.020777568,0.774084151,0.846354008,0.365246594,0.474427789,-0.172825217,-0.704167545,2.426242828,0.396740675,,0.505928571,0.387520909
Egypt,2008,5.76,4.631741047,9.13835144,0.738363802,60.1091423,,-0.095816918,0.913641691,0.682729721,0.301017791,,-0.861373484,-0.364179134,2.378561497,0.513535082,0.311,0.3122,
Egypt,2010,5.81,4.668916225,9.19598484,0.768675268,60.43417358,0.486279041,-0.08480709,0.826335192,0.566759109,0.276345611,,-1.043235898,-0.338999361,2.106298923,0.451132298,0.315,0.3122,0.411794752
Egypt,2012,5.53,4.204156876,9.192422867,0.736645103,60.76647949,0.451543361,-0.146938071,0.880383074,0.527221382,0.398423016,0.601901174,-1.100696564,-0.588527501,2.045084953,0.486443549,0.298,0.3122,0.398824096
Egypt,2014,5.31,4.885072708,9.19824791,0.618550718,61.09413147,0.577937961,-0.135590494,0.749142587,0.542784274,0.327350169,0.703883886,-1.405888081,-0.718142271,2.213585138,0.45313248,,0.3122,0.361489147
Egypt,2016,4.39,4.556740761,9.24176693,0.809218585,61.41390228,0.655845225,-0.15103294,0.817527413,0.611369669,0.37049821,0.619130909,-1.322574735,-0.654946685,2.055170298,0.451017618,,0.3122,0.362563461
El Salvador,2008,7.46,5.191493988,8.922734261,0.747411311,62.19529724,0.635648251,-0.089955635,0.734727442,0.84206748,0.23212412,0.377636671,0.076331407,-0.246038601,2.115293264,0.407453656,0.467,0.4611875,
El Salvador,2010,7.19,6.739911079,8.895611763,0.756653905,62.71142197,0.669337869,-0.074294984,0.694180071,0.813811123,0.302185982,0.522518575,0.065193266,-0.179779112,2.159883976,0.32046178,0.445,0.4611875,0.452941388
El Salvador,2012,7.12,5.934371471,8.927030563,0.806014717,63.20287323,0.682744801,-0.163661525,0.786294818,0.83063215,0.365220815,0.312310934,0.097195126,-0.228282616,2.34046936,0.394392133,0.418,0.4611875,0.396743745
El Salvador,2014,7.26,5.856523514,8.949892998,0.797612131,63.66088104,0.77801466,-0.20256269,0.781459808,0.837205052,0.329850852,0.315775812,0.064006552,-0.141765803,2.579915524,0.440519959,0.418,0.4611875,0.455887049
El Salvador,2016,7.15,6.139824867,8.985945702,0.793659985,64.09453583,0.799847007,-0.193339467,0.797312021,0.761255682,0.345736474,0.251704782,0.109323271,-0.364584833,2.598125935,0.423159629,,0.4611875,0.457764566
Estonia,2008,8.46,5.451937675,10.16465759,0.90372628,64.19011688,0.642325103,-0.226364776,0.662769675,0.597254455,0.217813089,0.33097899,0.831218481,1.192748547,1.652799368,0.303158164,0.319,0.333,
Estonia,2012,8.23,5.363927841,10.15393448,0.889454544,66.41425323,0.696825743,-0.201046899,0.7928527,0.647360325,0.198966742,0.272975951,0.87419492,1.156192064,1.961893439,0.365756869,0.329,0.333,0.381732076
Estonia,2014,8.3,5.55598259,10.20779419,0.917101741,67.02971649,0.773327112,-0.162878647,0.652447462,0.680430651,0.203439116,0.414985895,0.97528398,1.342396259,1.858400702,0.334486425,0.346,0.333,0.363078892
Estonia,2016,8.54,5.649675369,10.24334908,0.937715113,67.19949341,0.842770696,-0.158623278,0.639085293,0.72625488,0.176869258,0.339834303,0.946931064,1.317937613,1.753086329,0.310298592,,0.333,0.343596786
Ethiopia,2012,5.22,4.561168671,7.115237236,0.658794284,54.35425186,0.776308239,-0.032520976,,0.668341458,0.137166128,,-1.436589599,-0.688325226,1.858586311,0.407480299,,0.315,0.521013916
Ethiopia,2014,5.53,4.506646633,7.261595249,0.640452147,55.43561935,0.693558931,0.090263993,0.701800287,0.73783654,0.302858293,0.682011604,-1.311870694,-0.601361513,2.046338797,0.454071283,,0.315,0.51554054
Ethiopia,2016,5.33,4.297848701,7.382928848,0.718718708,56.29738235,0.744307697,0.048651736,0.702880859,0.727070868,0.253940523,0.748945594,-1.507640004,-0.643243372,1.808982134,0.4209041,,0.315,0.520988226
Finland,2008,8.63,7.67062664,10.65901375,0.9513399,69.74504852,0.934178948,0.01599697,0.216567531,0.772777677,0.143538713,0.723243475,1.454463124,1.980400085,1.420637846,0.185204923,0.278,0.275909091,
Finland,2010,8.64,7.393264294,10.59283066,0.935481369,70.01014709,0.916009128,0.080165938,0.4125157,0.832108617,0.202094659,0.46184361,1.455159903,2.058373213,1.671738148,0.226116374,0.277,0.275909091,0.403238714
Finland,2012,8.58,7.420209408,10.59445572,0.927739382,70.67289734,0.920968115,-0.012045811,0.360733956,0.796285093,0.201654434,0.597941577,1.50073123,2.059122801,1.630132437,0.219688192,0.271,0.275909091,0.379710972
Finland,2014,8.55,7.384571075,10.57176685,0.952016532,71.15820313,0.933043957,-0.011547559,0.265479892,0.784109592,0.198813885,0.468558848,1.412057161,2.037089586,1.608321071,0.217794791,0.268,0.275909091,0.429592639
Finland,2016,8.46,7.659843445,10.58463955,0.953940451,71.51737213,0.948372185,-0.03667929,0.249659568,0.797325075,0.181998447,0.485727251,1.223631263,1.99170208,1.479018688,0.193087325,,0.275909091,0.394821227
France,2008,8.27,7.008064747,10.53568745,0.935350597,71.31040955,0.833327115,-0.041863956,0.668875813,0.745671511,0.280619293,0.452659398,0.925257206,1.445396304,1.593630195,0.227399468,0.33,0.3203,
France,2010,8.13,6.797901154,10.51521397,0.942954779,71.70446014,0.849702179,-0.114192359,0.622954249,0.789724112,0.260568112,0.401466221,0.941972136,1.432198167,1.757904291,0.258595139,0.337,0.3203,0.362922639
France,2012,7.97,6.649365425,10.5279417,0.93709743,71.97216034,0.841320336,-0.159649923,0.607905269,0.754119575,0.252988011,0.44062534,0.896523654,1.345152617,1.794548273,0.269882649,0.33,0.3203,0.328147918
France,2014,8.05,6.466867924,10.53293419,0.877504528,72.58893585,0.803474188,-0.128684133,0.655637443,0.811054468,0.215893835,0.263801724,0.759364009,1.317823052,1.853521585,0.286618143,0.323,0.3203,0.432021111
France,2016,8.11,6.475208759,10.54688931,0.884922922,72.58893585,0.786780477,-0.10183014,0.622697055,0.772661328,0.27003625,0.283978164,0.506173968,1.312436581,1.801529646,0.278219551,,0.3203,0.340985149
Gabon,2012,5.89,3.97205925,9.690262794,0.736096144,54.93886566,0.565965831,-0.215515137,0.810119689,0.469998509,0.265743077,0.364717662,-0.285157621,-0.666392565,2.019146442,0.508337438,,0.422,0.607343554
Gabon,2014,5.85,3.918073177,9.721873283,0.828597128,55.88830566,0.606613815,-0.2192121,0.781658471,0.539160728,0.293042421,0.318829358,-0.358089507,-0.659413218,1.919494867,0.489907861,,0.422,0.568679333
Gabon,2016,5.84,4.831764221,9.728300095,0.780048966,56.71354675,0.698942363,-0.226150796,0.816563547,0.640116572,0.432404667,0.378069758,-0.516067624,-0.730402172,2.214463711,0.458313704,,0.422,0.55723691
Georgia,2008,7.6,4.15609026,8.765312195,0.607512712,63.68517685,0.6139974,-0.207155779,0.49799946,0.44097954,0.261508077,0.507006943,-0.588482082,0.10125839,1.896673918,0.456360132,0.406,0.4034375,
Georgia,2010,7.73,4.101837158,8.814892769,0.540388942,63.68072128,0.557857931,-0.231506154,0.459736317,0.501790285,0.242536306,0.616302013,-0.439605951,0.175360844,1.870545626,0.456026286,0.421,0.4034375,0.480516016
Georgia,2012,7.53,4.254445553,8.972251892,0.532586455,63.7734642,0.65872401,-0.254449189,0.320887595,0.559153914,0.250087857,0.610841632,-0.3294366,0.42155683,1.958423615,0.460324049,0.413,0.4034375,0.462737411
Georgia,2014,7.82,4.287508011,9.076712608,0.558420002,63.96407318,0.71978116,-0.220717177,0.415525645,0.569884002,0.204327509,0.528196216,-0.018420786,0.600000978,2.04817462,0.477707475,0.401,0.4034375,0.391394109
Georgia,2016,7.8,4.448386192,9.135268211,0.533412278,64.2196579,0.606468379,-0.237453327,0.560924053,0.563896,0.223224476,0.344541132,-0.034774855,0.640127957,1.960208535,0.440656096,,0.4034375,0.4409917
Germany,2008,8.39,6.521790028,10.62106991,0.923211336,69.89256287,0.765556991,,0.758266151,0.787481844,0.220000386,0.357918292,1.141306162,1.629280925,1.771658421,0.271652162,0.311,0.311571429,
Germany,2010,8.34,6.724531174,10.60729599,0.939308643,70.11277008,0.842656434,0.084651679,0.688005984,0.793705821,0.182344139,0.395424008,1.047309041,1.637933135,1.861712337,0.276853859,0.307,0.311571429,0.465919226
Germany,2012,8.44,6.702362061,10.66480923,0.926406622,70.59593964,0.904440463,0.060317129,0.67923671,0.803739309,0.169576168,0.516928196,1.084679723,1.656006575,1.830847383,0.273164511,,0.311571429,0.405439347
Germany,2014,8.49,6.984214306,10.68190861,0.937558949,71.07910156,0.898683429,0.077234603,0.473952919,0.785408497,0.187844872,0.601368845,1.180758357,1.782412052,1.664546013,0.238329738,,0.311571429,0.454417616
Germany,2016,8.55,6.873763084,10.69784451,0.906029284,71.07910156,0.870515049,0.138018474,0.445922136,0.737745941,0.187254936,0.552613556,1.043180943,1.748804927,1.775906086,0.258360088,,0.311571429,0.354512513
Ghana,2008,7.42,4.965134621,7.953398228,0.622255147,52.35041046,0.838006318,0.128903836,0.862870395,0.717010379,0.172045439,0.665988922,0.202127784,-0.035683043,1.624759197,0.327233672,,0.425,
Ghana,2010,6.99,4.606251717,8.025979042,0.73855865,53.03647614,0.891129911,0.082434684,0.874849141,0.783399701,0.184128717,0.747062862,0.27041164,0.015378864,1.76999855,0.384260058,,0.425,0.555454433
Ghana,2012,6.84,5.057261944,8.197658539,0.68511188,53.58569717,0.679418445,0.047719266,0.897836149,0.75968802,0.152376384,0.576750815,0.281023592,-0.009119377,2.139453173,0.423045754,0.422,0.425,
Ghana,2014,7.25,3.860351086,8.260645866,0.651468754,54.09909821,0.676916063,0.007766452,0.912682354,0.696154892,0.280321032,0.341002405,0.178221792,-0.106649533,2.436184883,0.631078601,,0.425,0.741003156
Ghana,2016,7.24,4.514411449,8.289088249,0.647303164,54.61029434,0.75116837,0.094788618,0.893955231,0.668263912,0.304909706,0.516604602,0.240180761,-0.151163995,2.737042665,0.606290042,,0.425,0.543426812
Greece,2010,7.71,5.839558601,10.2655611,0.868422449,70.46338654,0.484110981,-0.309963763,0.954113841,0.633947492,0.291516393,0.236502409,0.385255605,0.443356991,2.279255152,0.39031291,0.341,0.346909091,0.323342144
Greece,2012,7.57,5.096354008,10.10087299,0.81214112,70.67931366,0.37261042,-0.310992062,0.958908975,0.580687582,0.351506293,0.126218989,0.241770908,0.271006763,2.490795374,0.488740653,0.363,0.346909091,0.344145775
Greece,2014,7.47,4.75623703,10.08920479,0.832333207,71.38269043,0.369156331,-0.293942839,0.930213809,0.694675922,0.385433316,0.188292742,0.23915565,0.242033929,2.412558317,0.507240951,0.358,0.346909091,0.314226389
Greece,2016,7.3,5.302619457,10.09730911,0.802605867,71.647789,0.481616855,-0.266483158,0.898470819,0.700504363,0.336207509,0.132486552,0.257411957,0.125827178,2.317297935,0.43701005,,0.346909091,0.317848623
Guatemala,2008,7.35,6.414494514,8.822012901,0.865605474,60.83840179,0.630151749,0.201126203,0.79628545,0.834360063,0.2336362,0.322260082,-0.458146214,-0.624756992,2.157405853,0.336332947,,0.52675,
Guatemala,2010,7.2,6.289748669,8.811959267,0.859052479,61.47146606,0.695862949,0.162360236,0.794835389,0.849933386,0.235617921,0.340046316,-0.578116119,-0.585787475,2.417742252,0.384394109,,0.52675,0.492923021
Guatemala,2012,6.53,5.855717182,8.839147568,0.802148998,62.10200882,0.865472019,0.016726265,0.820923984,0.862783432,0.349404961,0.502455831,-0.494979411,-0.665707707,2.68243742,0.458088636,,0.52675,0.486320674
Guatemala,2014,7.01,6.536030769,8.874507904,0.833974659,62.65618896,0.843398929,0.104445033,0.804462552,0.835368037,0.305114686,0.373200327,-0.496581346,-0.654778361,2.590767145,0.396382332,0.487,0.52675,0.494588673
Guatemala,2016,7.23,6.358916283,8.904734612,0.811235487,63.14004898,0.862675726,0.008398513,0.812030017,0.846122503,0.321357191,0.468962193,-0.422242403,-0.646931469,2.699421883,0.424509734,,0.52675,0.48915869
Guinea,2014,5.22,3.4124825,7.458600521,0.63771373,49.69689941,0.68355757,0.016414611,0.705246389,0.628649712,0.351264536,0.571207225,-0.906656742,-1.176677346,1.78006649,0.521633863,,0.387,0.505556047
Guinea,2016,5.56,3.602854729,7.508424759,0.675447047,50.66684341,0.725685179,-0.043400712,0.802781165,0.686984658,0.374393791,0.465695828,-0.569726825,-1.026624203,2.118486643,0.588002264,,0.387,0.520185173
Haiti,2008,7.28,3.846329212,7.370657444,0.679098427,50.6635437,0.464970648,0.262830973,0.811658978,0.60769707,0.255774111,0.236633286,-0.986053944,-1.135312319,1.868774056,0.485859096,,0.409,
Haiti,2010,6.58,3.76599884,7.314574718,0.554030776,51.37364578,0.372941315,0.219462141,0.848006785,0.554959655,0.292556822,0.156370804,-0.825914204,-1.303879023,1.559756398,0.41416806,,0.409,0.553031921
Haiti,2012,6.69,4.413475037,7.368234158,0.74866271,52.02882004,0.482485861,0.2925466,0.717166364,0.593434155,0.283806413,0.367326528,-0.775418222,-1.287150621,1.783457279,0.404093653,0.409,0.409,0.407224
Haiti,2014,7.17,3.888778448,7.410259247,0.554148793,52.59812164,0.508805454,0.287922472,0.70752126,0.592565,0.327208459,0.325261921,-0.717367589,-1.381546021,2.200710535,0.565913081,,0.409,0.540398598
Haiti,2016,6.83,3.352300167,7.410928726,0.58374244,53.09737778,0.303540409,0.294325322,0.838523149,0.552774072,0.367341012,0.146064624,-0.702020884,-1.410874009,2.188143969,0.652729154,,0.409,0.613710284
Honduras,2008,7.27,5.420331001,8.314905167,0.828175902,62.3057518,0.686880887,0.230542466,0.863222003,0.789360762,0.20585382,0.288161844,-0.412119031,-0.698374033,2.695868969,0.497362435,0.557,0.5556,
Honduras,2010,6.76,5.866131306,8.286819458,0.802938998,62.61193466,0.645528495,0.11293903,0.81994009,0.796518564,0.259946257,0.302966446,-0.500260293,-0.658695221,2.680955172,0.457022697,0.534,0.5556,0.490092784
Honduras,2012,6.41,4.602218151,8.327683449,0.779194891,62.92237854,0.700452089,0.003997721,0.871437132,0.846510351,0.293591261,0.26335296,-0.40994665,-0.746310949,2.548845053,0.55382967,0.574,0.5556,0.476664186
Honduras,2014,6.53,5.055726051,8.350270271,0.790214539,63.24748611,0.695982575,0.022095246,0.834350109,0.82018441,0.299388498,0.329523891,-0.471637368,-0.734601974,2.736840487,0.541334808,0.51,0.5556,0.475822151
Honduras,2016,6.73,5.648154736,8.387600899,0.773909986,63.58427429,0.850046694,0.087086849,0.792875171,0.832396746,0.296846688,0.389274508,-0.395389467,-0.761657715,2.970618963,0.525945067,,0.5556,0.529477537
Hong Kong S.A.R. of China,2008,8.99,5.137261868,10.75010967,0.840222418,74.28412628,0.922211289,0.278944165,0.273945063,0.718972147,0.236634448,0.677436531,0.788900673,1.800208092,1.854944587,0.361076504,,,
Hong Kong S.A.R. of China,2010,8.93,5.642834663,10.78119755,0.857314408,74.82739258,0.890417695,0.31444189,0.255775422,0.710370421,0.183105648,0.634736776,0.725326419,1.76560545,1.746619105,0.309528679,,,0.435543567
Hong Kong S.A.R. of China,2012,9.04,5.483764648,10.82668686,0.826425672,75.28047943,0.879752457,0.204656839,0.379783154,0.715137303,0.183349267,0.49790594,0.822999477,1.776014566,1.937088728,0.353240669,,,
Hong Kong S.A.R. of China,2014,9.06,5.458050728,10.87238026,0.833558202,75.73136139,0.843082368,0.205851689,0.422959864,0.683968484,0.242867544,0.45782268,0.844463527,1.842694521,1.811950088,0.331977516,,,0.550611794
Hong Kong S.A.R. of China,2016,8.69,5.498420715,10.90189648,0.83207792,76.26802826,0.799743414,0.082167558,0.40281257,0.664092779,0.213114589,0.449610382,0.55514127,1.821865916,1.819238186,0.330865592,,,0.513228953
Hungary,2010,8.1,4.725132465,10.01700497,0.895693719,65.30243683,0.513835371,-0.156258225,0.98327601,0.655816436,0.234813049,0.251568109,0.789993227,0.707273602,1.973756313,0.417714506,0.294,0.296818182,0.322203815
Hungary,2012,7.9,4.683358192,10.02491188,0.906113982,66.05580139,0.56923151,-0.147043735,0.930297315,0.65190798,0.315398008,0.209778264,0.712581217,0.64710778,2.094283819,0.447175652,0.305,0.296818182,0.310641199
Hungary,2014,7.92,5.18056345,10.09251308,0.844735265,66.67180634,0.494474709,-0.161259592,0.855361402,0.650690138,0.237619638,0.308385164,0.611585557,0.48798129,1.882297993,0.36333847,0.309,0.296818182,0.320106834
Hungary,2016,7.88,5.448901653,10.15244865,0.899511576,67.01950836,0.55395174,-0.198393941,0.924185812,0.66591078,0.24332577,0.30377233,0.542590141,0.411992431,1.845377684,0.338669658,,0.296818182,0.301498115
Iceland,2008,8.19,6.888284206,10.67675877,0.977429569,71.65734863,0.885196149,0.263398528,0.708049297,0.879538476,0.153068438,0.238103107,1.320501089,1.837874293,1.945085883,0.282375962,0.318,0.280090909,
Iceland,2012,8.11,7.590660095,10.58997154,0.978965282,72.80523682,0.904654503,0.233745292,0.758585632,0.899718463,0.157153815,0.257335573,1.34399116,1.545394659,1.569349289,0.206747413,0.268,0.280090909,0.40288952
Iceland,2016,8.37,7.510034561,10.72054195,0.984940052,72.75598145,0.951609552,0.272110164,0.719299555,0.873887897,0.158169165,0.363518298,1.33810854,1.545734048,1.571246386,0.20921959,,0.280090909,0.340639085
India,2008,6.55,5.145833015,8.239232063,0.683593154,56.83647919,0.755839646,-0.080014154,0.891188443,0.674159825,0.259315461,0.616264701,-0.322659373,-0.164945617,1.629505038,0.316664964,,0.352,
India,2010,6.56,4.989277363,8.390426636,0.604809761,57.55266571,0.783060372,0.047334414,0.862548053,0.696512341,0.266502023,0.667365491,-0.417356074,-0.214537695,1.941854835,0.389205635,,0.352,0.480930597
India,2012,6.98,4.720146656,8.482096672,0.510574579,58.20915604,0.609320104,0.055292785,0.829614758,0.62873435,0.294841021,0.539206505,-0.444927841,-0.307233006,1.964058876,0.416101247,,0.352,0.394036531
India,2014,6.76,4.424379349,8.592283249,0.621466637,58.77047729,0.809382915,-0.038502187,0.832141995,0.71102351,0.284582049,0.733619034,-0.292308986,-0.286168903,2.344814062,0.529975832,,0.352,0.425394744
India,2016,6.42,4.179177284,8.714838028,0.613529384,59.25857925,0.820068777,0.033288639,0.764722109,0.69450444,0.345681459,0.732104599,-0.270197809,-0.144698903,1.74134922,0.416672736,,0.352,0.393607318
Indonesia,2008,6.88,4.815309525,8.960933685,0.675075412,59.177948,0.595633388,0.151883453,0.96821183,0.773841202,0.239270583,0.664624453,-0.534818888,-0.458264649,1.57544291,0.327173769,,0.395,
Indonesia,2010,6.92,5.457299232,9.039966583,0.816021502,59.5136528,0.699657559,0.434676647,0.954049587,0.836674869,0.217907995,0.64145273,-0.445845187,-0.505380094,1.598576427,0.292924464,,0.395,0.494106472
Indonesia,2012,6.96,5.36777401,9.132506371,0.833621144,59.83226013,0.770319343,0.340603173,0.96158886,0.896927416,0.228979602,0.672580957,-0.262825072,-0.441785634,1.602591753,0.298557967,,0.395,0.412397981
Indonesia,2014,6.97,5.597375393,9.21064949,0.904827833,60.1386795,0.71941328,0.393875748,0.970144212,0.852418959,0.241678208,0.653533399,-0.131459579,-0.262202919,1.616545677,0.288804233,,0.395,0.418024987
Indonesia,2016,7.1,5.136325359,9.284013748,0.791830599,60.43583679,0.82994163,0.485145062,0.889677405,0.832811952,0.341573596,0.80088073,-0.117177516,-0.213059276,2.546778202,0.495836616,,0.395,0.413669288
Iran,2008,5.22,5.128988266,9.751925468,0.632628739,63.19835663,0.601222098,0.017593047,0.868343472,0.624161065,0.345182449,0.560803413,-1.255360723,-0.988431215,2.051619053,0.400004625,,0.4132,
Iran,2012,4.53,4.608927727,9.718718529,0.599542618,64.69434357,0.764418423,,0.677707136,0.608597934,0.524968743,0.718554199,-1.462069392,-0.914399445,2.500261784,0.542482316,,0.4132,0.427607894
Iran,2014,4.63,4.682224274,9.736499786,0.644063771,65.27844238,0.766822994,0.206236124,0.639682412,0.618345201,0.511569083,0.744599879,-1.227865696,-0.890118062,2.664450407,0.569056571,0.388,0.4132,0.4708471
Iran,2016,4.98,4.652730942,9.825400352,0.566281199,65.73584747,0.773303747,0.150406659,0.712782621,0.686764956,0.52587682,0.709471166,-1.065353274,-0.715637684,2.542438507,0.546440065,,0.4132,0.524211705
